Zeitstempel;WT;Bezug in kW;Bezug in W;Bezug kW;Bezug in kWh;F_EVS;Bezug Netto in kWh;Bezug Netto in kWh2;F_EVS2;Residuallast in MW;FRL_max_day;FRL_max;FRL_average_day;FRL_average;RLCI_max_Bezug;RLCI_average_Bezug;RLCI_max;RLCI_average;EPEX Day Ahead;Endpreis dT Brutto dyn.;"""Bezugsklasse""";Kosten_Netto;Kosten_Brutto_GES dyn;Wel * Gmin (NETTO);Wel*Gmax (NETTO);Wel * Gmin (BRUTTO);Wel*Gmax (Brutto);RIB_DAY_NETTO_Bezug;RIB_DAY_NETTO_brutto(+-);RIB_DAY_BRUTTO_Netto(+-);vNE_EWS_NETTO;Endpreis dT+vNE Brutto dyn plus;Kosten_vNE_Netto;Kosten vNE Brutto;Kosten_GES_Brutto dyn plus;Wel * Gmin (NETTO)3;Wel*Gmax (NETTO)4;Wel * Gmin (BRUTTO)5;Wel*Gmax (BRUTTO)6;RIB_DAY_NETTO;RIB_DAY_NETTO_netto (+-);RIB_DAY_BRUTTO_netto (+-);WB aktiv (1)
24.08.2025 15:30;So;0,0000;0,0;0,0000;0,0000;0,00000;5,5402;1,3851;0,66750; 1.948,40 ;;0,03657;;0,0733;0,0000;0,0000;0,0244;0,0489;-0,010 ct/kWh;21,80 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;25,469 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 15:45;So;0,0000;0,0;0,0000;0,0000;0,00000;5,5830;1,3957;0,67265; 2.805,80 ;;0,05266;;0,1055;0,0000;0,0000;0,0354;0,0710;-0,010 ct/kWh;21,80 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;25,469 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 16:00;So;0,0000;0,0;0,0000;0,0000;0,00000;5,1530;1,2883;0,62084; 3.264,00 ;;0,06126;;0,1227;0,0000;0,0000;0,0380;0,0762;0,000 ct/kWh;21,81 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;25,481 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 16:15;So;0,0000;0,0;0,0000;0,0000;0,00000;5,5882;1,3971;0,67328; 3.137,20 ;;0,05888;;0,1179;0,0000;0,0000;0,0396;0,0794;0,000 ct/kWh;21,81 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;25,481 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 16:30;So;0,0000;0,0;0,0000;0,0000;0,00000;5,7393;1,4348;0,69148; 4.756,60 ;;0,08927;;0,1788;0,0000;0,0000;0,0617;0,1237;0,000 ct/kWh;21,81 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;25,481 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 16:45;So;0,0040;4,0;-0,0040;-0,0010;-0,00034;2,1232;0,5308;0,25581; 6.471,00 ;;0,12145;;0,2433;0,0000;-0,0001;0,0311;0,0622;0,000 ct/kWh;21,81 ct/kWh;;0,0000 ct;0,0218 ct;-0,0007 ct;0,0117 ct;0,0209 ct;0,0358 ct;;;;11,930 ct/kWh;25,481 ct/kWh;0,0119 ct;0,0142 ct;0,0255 ct;0,0048 ct;0,0144 ct;0,0246 ct;0,0394 ct;;;;
24.08.2025 17:00;So;0,0000;0,0;0,0000;0,0000;0,00000;2,7278;0,6820;0,32866; 8.835,00 ;;0,16582;;0,3322;0,0000;0,0000;0,0545;0,1092;6,336 ct/kWh;29,35 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;33,021 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 17:15;So;0,0040;4,0;-0,0040;-0,0010;-0,00034;1,7017;0,4254;0,20502; 10.300,10 ;;0,19331;;0,3873;-0,0001;-0,0001;0,0396;0,0794;6,336 ct/kWh;29,35 ct/kWh;;0,0063 ct;0,0294 ct;-0,0007 ct;0,0117 ct;0,0209 ct;0,0358 ct;;;;11,930 ct/kWh;33,021 ct/kWh;0,0119 ct;0,0142 ct;0,0330 ct;0,0048 ct;0,0144 ct;0,0246 ct;0,0394 ct;;;;
24.08.2025 17:30;So;0,0000;0,0;0,0000;0,0000;0,00000;5,6160;1,4040;0,67663; 12.412,90 ;;0,23297;;0,4667;0,0000;0,0000;0,1576;0,3158;6,336 ct/kWh;29,35 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;33,021 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 17:45;So;0,0000;0,0;0,0000;0,0000;0,00000;5,4455;1,3614;0,65608; 15.183,20 ;;0,28496;;0,5708;0,0000;0,0000;0,1870;0,3745;6,336 ct/kWh;29,35 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;33,021 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 18:00;So;0,0000;0,0;0,0000;0,0000;0,00000;3,9683;0,9921;0,47811; 18.652,90 ;;0,35008;;0,7013;0,0000;0,0000;0,1674;0,3353;9,981 ct/kWh;33,69 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;37,358 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 18:15;So;0,0000;0,0;0,0000;0,0000;0,00000;4,1605;1,0401;0,50126; 21.328,00 ;;0,40029;;0,8019;0,0000;0,0000;0,2006;0,4019;9,981 ct/kWh;33,69 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;37,358 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 18:30;So;0,0000;0,0;0,0000;0,0000;0,00000;3,9795;0,9949;0,47946; 24.758,90 ;;0,46468;;0,9309;0,0000;0,0000;0,2228;0,4463;9,981 ct/kWh;33,69 ct/kWh;;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;11,930 ct/kWh;37,358 ct/kWh;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;0,0000 ct;;;;
24.08.2025 18:45;So;0,0080;8,0;-0,0080;-0,0020;-0,00069;3,0039;0,7510;0,36191; 27.778,00 ;;0,52134;;1,0444;-0,0004;-0,0007;0,1887;0,3780;9,981 ct/kWh;33,69 ct/kWh;;0,0201 ct;0,0677 ct;-0,0015 ct;0,0236 ct;0,0421 ct;0,0719 ct;;;;11,930 ct/kWh;37,358 ct/kWh;0,0240 ct;0,0285 ct;0,0751 ct;0,0096 ct;0,0290 ct;0,0494 ct;0,0793 ct;;;;
24.08.2025 19:00;So;0,0561;56,1;-0,0561;-0,0140;-0,00480;-0,0278;-0,0070;-0,00238; 31.046,40 ;;0,58268;;1,1673;-0,0028;-0,0056;-0,0014;-0,0028;11,050 ct/kWh;34,96 ct/kWh;;0,1549 ct;0,4902 ct;-0,0104 ct;0,1645 ct;0,2934 ct;0,5015 ct;;;;11,930 ct/kWh;38,630 ct/kWh;0,1673 ct;0,1990 ct;0,5416 ct;0,0669 ct;0,2023 ct;0,3448 ct;0,5530 ct;;;;
24.08.2025 19:15;So;0,0439;43,9;-0,0439;-0,0110;-0,00376;0,0959;0,0240;0,01156; 32.751,20 ;;0,61468;;1,2314;-0,0023;-0,0046;0,0071;0,0142;11,050 ct/kWh;34,96 ct/kWh;;0,1213 ct;0,3839 ct;-0,0082 ct;0,1288 ct;0,2298 ct;0,3928 ct;;;;11,930 ct/kWh;38,630 ct/kWh;0,1310 ct;0,1559 ct;0,4242 ct;0,0524 ct;0,1584 ct;0,2700 ct;0,4331 ct;;;;
24.08.2025 19:30;So;0,0640;64,0;-0,0640;-0,0160;-0,00548;-0,0201;-0,0050;-0,00172; 34.767,00 ;;0,65251;;1,3071;-0,0036;-0,0072;-0,0011;-0,0022;11,050 ct/kWh;34,96 ct/kWh;;0,1768 ct;0,5594 ct;-0,0119 ct;0,1877 ct;0,3348 ct;0,5724 ct;;;;11,930 ct/kWh;38,630 ct/kWh;0,1909 ct;0,2271 ct;0,6181 ct;0,0763 ct;0,2309 ct;0,3935 ct;0,6311 ct;;;;
24.08.2025 19:45;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0521;0,0130;0,00628; 35.486,60 ;;0,66602;;1,3342;-0,0007;-0,0014;0,0042;0,0084;11,050 ct/kWh;34,96 ct/kWh;;0,0333 ct;0,1052 ct;-0,0022 ct;0,0353 ct;0,0630 ct;0,1077 ct;;;;11,930 ct/kWh;38,630 ct/kWh;0,0359 ct;0,0427 ct;0,1163 ct;0,0144 ct;0,0434 ct;0,0740 ct;0,1187 ct;;;;
24.08.2025 20:00;So;0,0360;36,0;-0,0360;-0,0090;-0,00308;0,0358;0,0090;0,00431; 36.825,40 ;;0,69115;;1,3845;-0,0021;-0,0043;0,0030;0,0060;11,731 ct/kWh;35,77 ct/kWh;;0,1056 ct;0,3219 ct;-0,0067 ct;0,1056 ct;0,1883 ct;0,3219 ct;;;;11,930 ct/kWh;39,441 ct/kWh;0,1074 ct;0,1278 ct;0,3550 ct;0,0429 ct;0,1299 ct;0,2213 ct;0,3550 ct;;;;
24.08.2025 20:15;So;0,0600;60,0;-0,0600;-0,0150;-0,00513;-0,0360;-0,0090;-0,00308; 37.151,90 ;;0,69727;;1,3968;-0,0036;-0,0072;-0,0021;-0,0043;11,731 ct/kWh;35,77 ct/kWh;;0,1758 ct;0,5362 ct;-0,0112 ct;0,1758 ct;0,3137 ct;0,5362 ct;;;;11,930 ct/kWh;39,441 ct/kWh;0,1788 ct;0,2128 ct;0,5912 ct;0,0715 ct;0,2163 ct;0,3687 ct;0,5912 ct;;;;
24.08.2025 20:30;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0082;0,0021;0,00099; 38.082,40 ;;0,71474;;1,4318;-0,0010;-0,0020;0,0007;0,0014;11,731 ct/kWh;35,77 ct/kWh;;0,0468 ct;0,1427 ct;-0,0030 ct;0,0468 ct;0,0835 ct;0,1427 ct;;;;11,930 ct/kWh;39,441 ct/kWh;0,0476 ct;0,0566 ct;0,1574 ct;0,0190 ct;0,0576 ct;0,0981 ct;0,1574 ct;;;;
24.08.2025 20:45;So;0,0720;72,0;-0,0720;-0,0180;-0,00616;0,0199;0,0050;0,00240; 38.326,70 ;;0,71932;;1,4410;-0,0044;-0,0089;0,0017;0,0035;11,731 ct/kWh;35,77 ct/kWh;;0,2112 ct;0,6439 ct;-0,0134 ct;0,2112 ct;0,3767 ct;0,6439 ct;;;;11,930 ct/kWh;39,441 ct/kWh;0,2147 ct;0,2555 ct;0,7099 ct;0,0859 ct;0,2597 ct;0,4427 ct;0,7099 ct;;;;
24.08.2025 21:00;So;0,0161;16,1;-0,0161;-0,0040;-0,00138;0,0360;0,0090;0,00434; 38.257,00 ;;0,71801;;1,4384;-0,0010;-0,0020;0,0031;0,0062;11,432 ct/kWh;35,42 ct/kWh;;0,0461 ct;0,1427 ct;-0,0030 ct;0,0473 ct;0,0843 ct;0,1442 ct;;;;11,930 ct/kWh;39,085 ct/kWh;0,0481 ct;0,0572 ct;0,1575 ct;0,0192 ct;0,0582 ct;0,0991 ct;0,1589 ct;;;;
24.08.2025 21:15;So;0,0439;43,9;-0,0439;-0,0110;-0,00376;0,0080;0,0020;0,00097; 37.606,70 ;;0,70581;;1,4139;-0,0027;-0,0053;0,0007;0,0014;11,432 ct/kWh;35,42 ct/kWh;;0,1254 ct;0,3885 ct;-0,0082 ct;0,1287 ct;0,2296 ct;0,3924 ct;;;;11,930 ct/kWh;39,085 ct/kWh;0,1309 ct;0,1557 ct;0,4288 ct;0,0523 ct;0,1583 ct;0,2698 ct;0,4327 ct;;;;
24.08.2025 21:30;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0120;0,0030;0,00144; 36.937,20 ;;0,69324;;1,3887;-0,0007;-0,0014;0,0010;0,0020;11,432 ct/kWh;35,42 ct/kWh;;0,0343 ct;0,1062 ct;-0,0022 ct;0,0352 ct;0,0628 ct;0,1073 ct;;;;11,930 ct/kWh;39,085 ct/kWh;0,0358 ct;0,0426 ct;0,1173 ct;0,0143 ct;0,0433 ct;0,0738 ct;0,1183 ct;;;;
24.08.2025 21:45;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0280;0,0070;0,00337; 36.576,60 ;;0,68648;;1,3752;-0,0007;-0,0014;0,0023;0,0046;11,432 ct/kWh;35,42 ct/kWh;;0,0344 ct;0,1066 ct;-0,0022 ct;0,0353 ct;0,0630 ct;0,1077 ct;;;;11,930 ct/kWh;39,085 ct/kWh;0,0359 ct;0,0427 ct;0,1176 ct;0,0144 ct;0,0434 ct;0,0740 ct;0,1187 ct;;;;
24.08.2025 22:00;So;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0200;0,0050;0,00241; 35.934,00 ;;0,67442;;1,3510;-0,0012;-0,0023;0,0016;0,0033;10,750 ct/kWh;34,60 ct/kWh;;0,0538 ct;0,1730 ct;-0,0037 ct;0,0587 ct;0,1046 ct;0,1789 ct;;;;11,930 ct/kWh;38,273 ct/kWh;0,0597 ct;0,0710 ct;0,1914 ct;0,0239 ct;0,0722 ct;0,1230 ct;0,1972 ct;;;;
24.08.2025 22:15;So;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0200;0,0050;0,00241; 35.330,10 ;;0,66308;;1,3283;-0,0007;-0,0014;0,0016;0,0032;10,750 ct/kWh;34,60 ct/kWh;;0,0323 ct;0,1038 ct;-0,0022 ct;0,0352 ct;0,0628 ct;0,1073 ct;;;;11,930 ct/kWh;38,273 ct/kWh;0,0358 ct;0,0426 ct;0,1148 ct;0,0143 ct;0,0433 ct;0,0738 ct;0,1183 ct;;;;
24.08.2025 22:30;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0120;0,0030;0,00144; 35.031,40 ;;0,65748;;1,3171;-0,0009;-0,0018;0,0009;0,0019;10,750 ct/kWh;34,60 ct/kWh;;0,0430 ct;0,1384 ct;-0,0030 ct;0,0469 ct;0,0837 ct;0,1431 ct;;;;11,930 ct/kWh;38,273 ct/kWh;0,0477 ct;0,0568 ct;0,1531 ct;0,0191 ct;0,0577 ct;0,0984 ct;0,1578 ct;;;;
24.08.2025 22:45;So;0,0120;12,0;-0,0120;-0,0030;-0,00102;-0,0080;-0,0020;-0,00068; 34.207,30 ;;0,64201;;1,2861;-0,0007;-0,0013;-0,0004;-0,0009;10,750 ct/kWh;34,60 ct/kWh;;0,0321 ct;0,1035 ct;-0,0022 ct;0,0351 ct;0,0626 ct;0,1070 ct;;;;11,930 ct/kWh;38,273 ct/kWh;0,0357 ct;0,0424 ct;0,1144 ct;0,0143 ct;0,0431 ct;0,0735 ct;0,1179 ct;;;;
24.08.2025 23:00;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0120;-0,0030;-0,00103; 33.121,60 ;;0,62163;;1,2453;-0,0009;-0,0017;-0,0006;-0,0013;10,052 ct/kWh;33,77 ct/kWh;;0,0403 ct;0,1354 ct;-0,0030 ct;0,0470 ct;0,0839 ct;0,1434 ct;;;;11,930 ct/kWh;37,443 ct/kWh;0,0478 ct;0,0569 ct;0,1501 ct;0,0191 ct;0,0579 ct;0,0986 ct;0,1582 ct;;;;
24.08.2025 23:15;So;0,0320;32,0;-0,0320;-0,0080;-0,00274;-0,0080;-0,0020;-0,00068; 32.586,30 ;;0,61159;;1,2252;-0,0017;-0,0034;-0,0004;-0,0008;10,052 ct/kWh;33,77 ct/kWh;;0,0805 ct;0,2705 ct;-0,0060 ct;0,0940 ct;0,1676 ct;0,2865 ct;;;;11,930 ct/kWh;37,443 ct/kWh;0,0956 ct;0,1137 ct;0,2999 ct;0,0382 ct;0,1156 ct;0,1970 ct;0,3159 ct;;;;
24.08.2025 23:30;So;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0278;0,0070;0,00335; 32.187,80 ;;0,60411;;1,2102;-0,0010;-0,0021;0,0020;0,0041;10,052 ct/kWh;33,77 ct/kWh;;0,0503 ct;0,1689 ct;-0,0037 ct;0,0587 ct;0,1046 ct;0,1789 ct;;;;11,930 ct/kWh;37,443 ct/kWh;0,0597 ct;0,0710 ct;0,1872 ct;0,0239 ct;0,0722 ct;0,1230 ct;0,1972 ct;;;;
24.08.2025 23:45;So;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0080;0,0020;0,00096; 31.927,20 ;;0,59922;;1,2004;-0,0008;-0,0016;0,0006;0,0012;10,052 ct/kWh;33,77 ct/kWh;;0,0402 ct;0,1351 ct;-0,0030 ct;0,0469 ct;0,0837 ct;0,1431 ct;;;;11,930 ct/kWh;37,443 ct/kWh;0,0477 ct;0,0568 ct;0,1498 ct;0,0191 ct;0,0577 ct;0,0984 ct;0,1578 ct;;;;
25.08.2025 00:00;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0160;0,0040;0,00193; 31.058,40 ;;0,58291;;1,1677;-0,0006;-0,0012;0,0011;0,0023;9,528 ct/kWh;33,15 ct/kWh;;0,0287 ct;0,0998 ct;-0,0022 ct;0,0353 ct;0,0630 ct;0,1077 ct;0,7736;0,7736;0,7736;11,930 ct/kWh;36,819 ct/kWh;0,0359 ct;0,0427 ct;0,1108 ct;0,0144 ct;0,0434 ct;0,0740 ct;0,1187 ct;0,501276065;0,501276065;0,587791979;
25.08.2025 00:15;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 30.744,00 ;;0,57701;;1,1559;-0,0008;-0,0016;0,0003;0,0006;9,528 ct/kWh;33,15 ct/kWh;;0,0381 ct;0,1326 ct;0,0024 ct;0,0931 ct;0,0901 ct;0,1981 ct;;;;11,930 ct/kWh;36,819 ct/kWh;0,0477 ct;0,0568 ct;0,1473 ct;0,0191 ct;0,0577 ct;0,1047 ct;0,2127 ct;;;;
25.08.2025 00:30;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0041;0,0010;0,00050; 30.798,30 ;;0,57803;;1,1579;-0,0008;-0,0016;0,0003;0,0006;9,528 ct/kWh;33,15 ct/kWh;;0,0380 ct;0,1323 ct;0,0024 ct;0,0929 ct;0,0898 ct;0,1976 ct;;;;11,930 ct/kWh;36,819 ct/kWh;0,0476 ct;0,0566 ct;0,1469 ct;0,0190 ct;0,0576 ct;0,1045 ct;0,2122 ct;;;;
25.08.2025 00:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0120;0,0030;0,00144; 30.506,50 ;;0,57255;;1,1470;-0,0006;-0,0012;0,0008;0,0017;9,528 ct/kWh;33,15 ct/kWh;;0,0286 ct;0,0995 ct;0,0018 ct;0,0698 ct;0,0676 ct;0,1486 ct;;;;11,930 ct/kWh;36,819 ct/kWh;0,0358 ct;0,0426 ct;0,1105 ct;0,0143 ct;0,0433 ct;0,0786 ct;0,1596 ct;;;;
25.08.2025 01:00;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0040;0,0010;0,00048; 29.737,00 ;;0,55811;;1,1180;-0,0006;-0,0012;0,0003;0,0005;8,703 ct/kWh;32,17 ct/kWh;;0,0262 ct;0,0968 ct;0,0018 ct;0,0701 ct;0,0678 ct;0,1490 ct;;;;4,770 ct/kWh;27,317 ct/kWh;0,0144 ct;0,0171 ct;0,0822 ct;0,0144 ct;0,0434 ct;0,0788 ct;0,1601 ct;;;;
25.08.2025 01:15;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0120;0,0030;0,00145; 29.812,30 ;;0,55952;;1,1209;-0,0008;-0,0015;0,0008;0,0016;8,703 ct/kWh;32,17 ct/kWh;;0,0347 ct;0,1284 ct;0,0024 ct;0,0929 ct;0,0898 ct;0,1976 ct;;;;4,770 ct/kWh;27,317 ct/kWh;0,0190 ct;0,0226 ct;0,1090 ct;0,0190 ct;0,0576 ct;0,1045 ct;0,2122 ct;;;;
25.08.2025 01:30;Mo;0,0440;44,0;-0,0440;-0,0110;-0,00377;0,0400;0,0100;0,00482; 29.819,00 ;;0,55965;;1,1211;-0,0021;-0,0042;0,0027;0,0054;8,703 ct/kWh;32,17 ct/kWh;;0,0957 ct;0,3539 ct;0,0065 ct;0,2561 ct;0,2477 ct;0,5447 ct;;;;4,770 ct/kWh;27,317 ct/kWh;0,0525 ct;0,0624 ct;0,3005 ct;0,0525 ct;0,1587 ct;0,2881 ct;0,5850 ct;;;;
25.08.2025 01:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0240;0,0060;0,00289; 29.539,00 ;;0,55439;;1,1106;-0,0006;-0,0011;0,0016;0,0032;8,703 ct/kWh;32,17 ct/kWh;;0,0262 ct;0,0968 ct;0,0018 ct;0,0701 ct;0,0678 ct;0,1490 ct;;;;4,770 ct/kWh;27,317 ct/kWh;0,0144 ct;0,0171 ct;0,0822 ct;0,0144 ct;0,0434 ct;0,0788 ct;0,1601 ct;;;;
25.08.2025 02:00;Mo;0,0440;44,0;-0,0440;-0,0110;-0,00377;-0,0398;-0,0100;-0,00341; 29.773,90 ;;0,55880;;1,1194;-0,0021;-0,0042;-0,0019;-0,0038;8,402 ct/kWh;31,81 ct/kWh;;0,0925 ct;0,3502 ct;0,0065 ct;0,2563 ct;0,2479 ct;0,5452 ct;;;;4,770 ct/kWh;26,959 ct/kWh;0,0525 ct;0,0625 ct;0,2968 ct;0,0525 ct;0,1589 ct;0,2883 ct;0,5856 ct;;;;
25.08.2025 02:15;Mo;0,0202;20,2;-0,0202;-0,0051;-0,00173;0,0596;0,0149;0,00718; 29.746,50 ;;0,55829;;1,1184;-0,0010;-0,0019;0,0040;0,0080;8,402 ct/kWh;31,81 ct/kWh;;0,0425 ct;0,1610 ct;0,0030 ct;0,1178 ct;0,1139 ct;0,2506 ct;;;;4,770 ct/kWh;26,959 ct/kWh;0,0241 ct;0,0287 ct;0,1364 ct;0,0241 ct;0,0730 ct;0,1325 ct;0,2691 ct;;;;
25.08.2025 02:30;Mo;0,2520;252,0;-0,2520;-0,0630;-0,02157;-0,2520;-0,0630;-0,02157; 29.870,60 ;;0,56062;;1,1231;-0,0121;-0,0242;-0,0121;-0,0242;8,402 ct/kWh;31,81 ct/kWh;;0,5292 ct;2,0037 ct;0,0374 ct;1,4665 ct;1,4184 ct;3,1191 ct;;;;4,770 ct/kWh;26,959 ct/kWh;0,3005 ct;0,3576 ct;1,6981 ct;0,3005 ct;0,9089 ct;1,6495 ct;3,3502 ct;;;;
25.08.2025 02:45;Mo;0,3642;364,2;-0,3642;-0,0911;-0,03118;-0,3642;-0,0911;-0,03118; 29.955,50 ;;0,56221;;1,1262;-0,0175;-0,0351;-0,0175;-0,0351;8,402 ct/kWh;31,81 ct/kWh;;0,7651 ct;2,8967 ct;0,0540 ct;2,1201 ct;2,0505 ct;4,5091 ct;;;;4,770 ct/kWh;26,959 ct/kWh;0,4344 ct;0,5169 ct;2,4549 ct;0,4344 ct;1,3140 ct;2,3845 ct;4,8431 ct;;;;
25.08.2025 03:00;Mo;0,3758;375,8;-0,3758;-0,0940;-0,03217;-0,3758;-0,0940;-0,03217; 30.053,10 ;;0,56404;;1,1299;-0,0181;-0,0364;-0,0181;-0,0364;8,290 ct/kWh;31,68 ct/kWh;;0,7788 ct;2,9761 ct;0,0557 ct;2,1873 ct;2,1155 ct;4,6522 ct;;;;4,770 ct/kWh;26,825 ct/kWh;0,4481 ct;0,5333 ct;2,5203 ct;0,4481 ct;1,3557 ct;2,4602 ct;4,9969 ct;;;;
25.08.2025 03:15;Mo;0,2800;280,0;-0,2800;-0,0700;-0,02398;-0,2800;-0,0700;-0,02398; 30.080,30 ;;0,56455;;1,1309;-0,0135;-0,0271;-0,0135;-0,0271;8,290 ct/kWh;31,68 ct/kWh;;0,5804 ct;2,2177 ct;0,0415 ct;1,6300 ct;1,5765 ct;3,4667 ct;;;;4,770 ct/kWh;26,825 ct/kWh;0,3339 ct;0,3974 ct;1,8781 ct;0,3339 ct;1,0102 ct;1,8333 ct;3,7236 ct;;;;
25.08.2025 03:30;Mo;0,3280;328,0;-0,3280;-0,0820;-0,02808;-0,3280;-0,0820;-0,02808; 30.143,90 ;;0,56575;;1,1333;-0,0159;-0,0318;-0,0159;-0,0318;8,290 ct/kWh;31,68 ct/kWh;;0,6797 ct;2,5972 ct;0,0486 ct;1,9089 ct;1,8462 ct;4,0599 ct;;;;4,770 ct/kWh;26,825 ct/kWh;0,3911 ct;0,4654 ct;2,1994 ct;0,3911 ct;1,1831 ct;2,1470 ct;4,3607 ct;;;;
25.08.2025 03:45;Mo;0,4321;432,1;-0,4321;-0,1080;-0,03699;-0,4321;-0,1080;-0,03699; 30.302,40 ;;0,56872;;1,1393;-0,0210;-0,0421;-0,0210;-0,0421;8,290 ct/kWh;31,68 ct/kWh;;0,8955 ct;3,4218 ct;0,0641 ct;2,5149 ct;2,4324 ct;5,3489 ct;;;;11,930 ct/kWh;35,346 ct/kWh;1,2887 ct;1,5335 ct;3,8181 ct;0,5153 ct;1,5587 ct;2,8287 ct;5,7452 ct;;;;
25.08.2025 04:00;Mo;0,4360;436,0;-0,4360;-0,1090;-0,03733;-0,4360;-0,1090;-0,03733; 30.881,80 ;;0,57959;;1,1611;-0,0216;-0,0433;-0,0216;-0,0433;8,346 ct/kWh;31,74 ct/kWh;;0,9098 ct;3,4604 ct;0,0646 ct;2,5380 ct;2,4547 ct;5,3979 ct;;;;11,930 ct/kWh;35,413 ct/kWh;1,3005 ct;1,5476 ct;3,8603 ct;0,5200 ct;1,5730 ct;2,8546 ct;5,7978 ct;;;;
25.08.2025 04:15;Mo;0,3238;323,8;-0,3238;-0,0810;-0,02772;-0,3238;-0,0810;-0,02772; 31.124,30 ;;0,58415;;1,1702;-0,0162;-0,0324;-0,0162;-0,0324;8,346 ct/kWh;31,74 ct/kWh;;0,6756 ct;2,5697 ct;0,0480 ct;1,8847 ct;1,8228 ct;4,0084 ct;;;;11,930 ct/kWh;35,413 ct/kWh;0,9657 ct;1,1492 ct;2,8666 ct;0,3861 ct;1,1681 ct;2,1198 ct;4,3054 ct;;;;
