Zeitstempel;WT;Bezug in kW;Bezug in W;Bezug kW;Bezug in kWh;F_EVS;Bezug Netto in kWh;Bezug Netto in kWh2;F_EVS2;Residuallast in MW;FRL_max_day;FRL_max;FRL_average_day;FRL_average;RLCI_max_Bezug;RLCI_average_Bezug;RLCI_max;RLCI_average;EPEX Day Ahead;Endpreis dT Brutto dyn.;"""Bezugsklasse""";Kosten_Netto;Kosten_Brutto_GES dyn;Wel * Gmin (NETTO);Wel*Gmax (NETTO);Wel * Gmin (BRUTTO);Wel*Gmax (Brutto);RIB_DAY_NETTO_Bezug;RIB_DAY_NETTO_brutto(+-);RIB_DAY_BRUTTO_Netto(+-);vNE_EWS_NETTO;Endpreis dT+vNE Brutto dyn plus;Kosten_vNE_Netto;Kosten vNE Brutto;Kosten_GES_Brutto dyn plus;Wel * Gmin (NETTO)3;Wel*Gmax (NETTO)4;Wel * Gmin (BRUTTO)5;Wel*Gmax (BRUTTO)6;RIB_DAY_NETTO;RIB_DAY_NETTO_netto (+-);RIB_DAY_BRUTTO_netto (+-);WB aktiv (1)
25.08.2025 04:30;Mo;0,2560;256,0;-0,2560;-0,0640;-0,02192;-0,2560;-0,0640;-0,02192; 31.737,00 ;;0,59565;;1,1932;-0,0131;-0,0262;-0,0131;-0,0262;8,346 ct/kWh;31,74 ct/kWh;;0,5342 ct;2,0319 ct;0,0380 ct;1,4903 ct;1,4414 ct;3,1696 ct;;;;11,930 ct/kWh;35,413 ct/kWh;0,7636 ct;0,9087 ct;2,2668 ct;0,3053 ct;0,9237 ct;1,6762 ct;3,4045 ct;;;;
25.08.2025 04:45;Mo;0,3280;328,0;-0,3280;-0,0820;-0,02808;-0,3280;-0,0820;-0,02808; 32.476,30 ;;0,60952;;1,2210;-0,0171;-0,0343;-0,0171;-0,0343;8,346 ct/kWh;31,74 ct/kWh;;0,6844 ct;2,6030 ct;0,0486 ct;1,9091 ct;1,8464 ct;4,0604 ct;;;;11,930 ct/kWh;35,413 ct/kWh;0,9783 ct;1,1641 ct;2,9038 ct;0,3911 ct;1,1833 ct;2,1473 ct;4,3613 ct;;;;
25.08.2025 05:00;Mo;0,2800;280,0;-0,2800;-0,0700;-0,02398;-0,2800;-0,0700;-0,02398; 33.850,60 ;;0,63531;;1,2727;-0,0152;-0,0305;-0,0152;-0,0305;10,246 ct/kWh;34,00 ct/kWh;;0,7173 ct;2,3807 ct;0,0415 ct;1,6300 ct;1,5765 ct;3,4667 ct;;;;11,930 ct/kWh;37,674 ct/kWh;0,8352 ct;0,9939 ct;2,6375 ct;0,3339 ct;1,0102 ct;1,8333 ct;3,7236 ct;;;;
25.08.2025 05:15;Mo;0,3760;376,0;-0,3760;-0,0940;-0,03219;-0,3760;-0,0940;-0,03219; 34.767,10 ;;0,65251;;1,3071;-0,0210;-0,0421;-0,0210;-0,0421;10,246 ct/kWh;34,00 ct/kWh;;0,9631 ct;3,1964 ct;0,0557 ct;2,1885 ct;2,1167 ct;4,6547 ct;;;;11,930 ct/kWh;37,674 ct/kWh;1,1214 ct;1,3345 ct;3,5413 ct;0,4484 ct;1,3564 ct;2,4615 ct;4,9995 ct;;;;
25.08.2025 05:30;Mo;0,3200;320,0;-0,3200;-0,0800;-0,02739;-0,3200;-0,0800;-0,02739; 36.062,50 ;;0,67683;;1,3558;-0,0185;-0,0371;-0,0185;-0,0371;10,246 ct/kWh;34,00 ct/kWh;;0,8196 ct;2,7200 ct;0,0474 ct;1,8623 ct;1,8012 ct;3,9609 ct;;;;11,930 ct/kWh;37,674 ct/kWh;0,9543 ct;1,1356 ct;3,0135 ct;0,3816 ct;1,1543 ct;2,0947 ct;4,2544 ct;;;;
25.08.2025 05:45;Mo;0,3160;316,0;-0,3160;-0,0790;-0,02705;-0,3160;-0,0790;-0,02705; 37.853,60 ;;0,71044;;1,4232;-0,0192;-0,0385;-0,0192;-0,0385;10,246 ct/kWh;34,00 ct/kWh;;0,8094 ct;2,6864 ct;0,0468 ct;1,8393 ct;1,7789 ct;3,9119 ct;;;;11,930 ct/kWh;37,674 ct/kWh;0,9425 ct;1,1215 ct;2,9762 ct;0,3768 ct;1,1400 ct;2,0687 ct;4,2017 ct;;;;
25.08.2025 06:00;Mo;0,4520;452,0;-0,4520;-0,1130;-0,03870;-0,4520;-0,1130;-0,03870; 40.837,10 ;;0,76644;;1,5354;-0,0297;-0,0594;-0,0297;-0,0594;11,538 ct/kWh;35,54 ct/kWh;;1,3039 ct;4,0166 ct;0,0670 ct;2,6311 ct;2,5447 ct;5,5960 ct;;;;11,930 ct/kWh;39,211 ct/kWh;1,3482 ct;1,6044 ct;4,4312 ct;0,5391 ct;1,6307 ct;2,9593 ct;6,0106 ct;;;;
25.08.2025 06:15;Mo;0,2841;284,1;-0,2841;-0,0710;-0,02432;-0,2841;-0,0710;-0,02432; 42.134,00 ;;0,79078;;1,5841;-0,0192;-0,0385;-0,0192;-0,0385;11,538 ct/kWh;35,54 ct/kWh;;0,8194 ct;2,5242 ct;0,0421 ct;1,6535 ct;1,5992 ct;3,5167 ct;;;;11,930 ct/kWh;39,211 ct/kWh;0,8473 ct;1,0082 ct;2,7848 ct;0,3388 ct;1,0248 ct;1,8598 ct;3,7773 ct;;;;
25.08.2025 06:30;Mo;0,4240;424,0;-0,4240;-0,1060;-0,03630;-0,4240;-0,1060;-0,03630; 42.624,80 ;;0,79999;;1,6026;-0,0290;-0,0582;-0,0290;-0,0582;11,538 ct/kWh;35,54 ct/kWh;;1,2230 ct;3,7675 ct;0,0629 ct;2,4679 ct;2,3869 ct;5,2489 ct;;;;11,930 ct/kWh;39,211 ct/kWh;1,2646 ct;1,5049 ct;4,1564 ct;0,5056 ct;1,5296 ct;2,7758 ct;5,6378 ct;;;;
25.08.2025 06:45;Mo;0,3479;347,9;-0,3479;-0,0870;-0,02979;-0,3479;-0,0870;-0,02979; 42.747,50 ;;0,80229;;1,6072;-0,0239;-0,0479;-0,0239;-0,0479;11,538 ct/kWh;35,54 ct/kWh;;1,0036 ct;3,0915 ct;0,0516 ct;2,0251 ct;1,9586 ct;4,3070 ct;;;;11,930 ct/kWh;39,211 ct/kWh;1,0377 ct;1,2348 ct;3,4106 ct;0,4149 ct;1,2551 ct;2,2777 ct;4,6261 ct;;;;
25.08.2025 07:00;Mo;0,2519;251,9;-0,2519;-0,0630;-0,02157;-0,2519;-0,0630;-0,02157; 43.248,20 ;;0,81169;;1,6260;-0,0175;-0,0351;-0,0175;-0,0351;12,500 ct/kWh;36,69 ct/kWh;;0,7873 ct;2,3105 ct;0,0373 ct;1,4663 ct;1,4182 ct;3,1186 ct;;;;11,930 ct/kWh;40,356 ct/kWh;0,7514 ct;0,8941 ct;2,5416 ct;0,3004 ct;0,9088 ct;1,6492 ct;3,3497 ct;;;;
25.08.2025 07:15;Mo;0,2321;232,1;-0,2321;-0,0580;-0,01987;-0,2321;-0,0580;-0,01987; 42.614,20 ;;0,79979;;1,6022;-0,0159;-0,0318;-0,0159;-0,0318;12,500 ct/kWh;36,69 ct/kWh;;0,7253 ct;2,1286 ct;0,0344 ct;1,3508 ct;1,3065 ct;2,8730 ct;;;;11,930 ct/kWh;40,356 ct/kWh;0,6922 ct;0,8237 ct;2,3414 ct;0,2768 ct;0,8372 ct;1,5193 ct;3,0859 ct;;;;
25.08.2025 07:30;Mo;0,2320;232,0;-0,2320;-0,0580;-0,01986;-0,2320;-0,0580;-0,01986; 42.104,30 ;;0,79022;;1,5830;-0,0157;-0,0314;-0,0157;-0,0314;12,500 ct/kWh;36,69 ct/kWh;;0,7249 ct;2,1275 ct;0,0344 ct;1,3501 ct;1,3058 ct;2,8715 ct;;;;11,930 ct/kWh;40,356 ct/kWh;0,6918 ct;0,8233 ct;2,3402 ct;0,2766 ct;0,8368 ct;1,5186 ct;3,0843 ct;;;;
25.08.2025 07:45;Mo;0,2198;219,8;-0,2198;-0,0550;-0,01882;-0,2198;-0,0550;-0,01882; 41.180,70 ;;0,77289;;1,5483;-0,0145;-0,0291;-0,0145;-0,0291;12,500 ct/kWh;36,69 ct/kWh;;0,6870 ct;2,0163 ct;0,0326 ct;1,2796 ct;1,2376 ct;2,7215 ct;;;;11,930 ct/kWh;40,356 ct/kWh;0,6557 ct;0,7803 ct;2,2180 ct;0,2622 ct;0,7931 ct;1,4392 ct;2,9231 ct;;;;
25.08.2025 08:00;Mo;0,1038;103,8;-0,1038;-0,0260;-0,00889;-0,1038;-0,0260;-0,00889; 39.434,30 ;;0,74011;;1,4826;-0,0066;-0,0132;-0,0066;-0,0132;11,004 ct/kWh;34,91 ct/kWh;;0,2857 ct;0,9062 ct;0,0154 ct;0,6044 ct;0,5846 ct;1,2855 ct;;;;11,930 ct/kWh;38,576 ct/kWh;0,3097 ct;0,3685 ct;1,0014 ct;0,1238 ct;0,3746 ct;0,6798 ct;1,3807 ct;;;;
25.08.2025 08:15;Mo;0,1362;136,2;-0,1362;-0,0340;-0,01166;-0,1362;-0,0340;-0,01166; 38.455,80 ;;0,72174;;1,4458;-0,0084;-0,0169;-0,0084;-0,0169;11,004 ct/kWh;34,91 ct/kWh;;0,3746 ct;1,1882 ct;0,0202 ct;0,7925 ct;0,7665 ct;1,6856 ct;;;;11,930 ct/kWh;38,576 ct/kWh;0,4061 ct;0,4833 ct;1,3131 ct;0,1624 ct;0,4912 ct;0,8914 ct;1,8105 ct;;;;
25.08.2025 08:30;Mo;0,0918;91,8;-0,0918;-0,0230;-0,00786;-0,0878;-0,0220;-0,00752; 36.908,90 ;;0,69271;;1,3877;-0,0054;-0,0109;-0,0052;-0,0104;11,004 ct/kWh;34,91 ct/kWh;;0,2527 ct;0,8015 ct;0,0136 ct;0,5346 ct;0,5170 ct;1,1369 ct;;;;11,930 ct/kWh;38,576 ct/kWh;0,2739 ct;0,3260 ct;0,8857 ct;0,1095 ct;0,3313 ct;0,6012 ct;1,2212 ct;;;;
25.08.2025 08:45;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00172;-0,0040;-0,0010;-0,00035; 34.939,30 ;;0,65575;;1,3136;-0,0011;-0,0023;-0,0002;-0,0005;11,004 ct/kWh;34,91 ct/kWh;;0,0551 ct;0,1749 ct;0,0030 ct;0,1166 ct;0,1128 ct;0,2481 ct;;;;11,930 ct/kWh;38,576 ct/kWh;0,0598 ct;0,0711 ct;0,1933 ct;0,0239 ct;0,0723 ct;0,1312 ct;0,2665 ct;;;;
25.08.2025 09:00;Mo;0,0400;40,0;-0,0400;-0,0100;-0,00342;-0,0280;-0,0070;-0,00240; 33.413,40 ;;0,62711;;1,2563;-0,0021;-0,0043;-0,0015;-0,0030;9,197 ct/kWh;32,76 ct/kWh;;0,0920 ct;0,3276 ct;0,0059 ct;0,2328 ct;0,2252 ct;0,4952 ct;;;;11,930 ct/kWh;36,425 ct/kWh;0,1193 ct;0,1420 ct;0,3643 ct;0,0477 ct;0,1443 ct;0,2619 ct;0,5319 ct;;;;
25.08.2025 09:15;Mo;0,0320;32,0;-0,0320;-0,0080;-0,00274;0,0002;0,0000;0,00002; 31.237,20 ;;0,58627;;1,1744;-0,0016;-0,0032;0,0000;0,0000;9,197 ct/kWh;32,76 ct/kWh;;0,0735 ct;0,2617 ct;0,0047 ct;0,1860 ct;0,1799 ct;0,3956 ct;;;;11,930 ct/kWh;36,425 ct/kWh;0,0953 ct;0,1134 ct;0,2910 ct;0,0381 ct;0,1153 ct;0,2092 ct;0,4250 ct;;;;
25.08.2025 09:30;Mo;0,0320;32,0;-0,0320;-0,0080;-0,00274;0,0520;0,0130;0,00627; 29.110,30 ;;0,54635;;1,0945;-0,0015;-0,0030;0,0034;0,0069;9,197 ct/kWh;32,76 ct/kWh;;0,0736 ct;0,2621 ct;0,0047 ct;0,1863 ct;0,1801 ct;0,3961 ct;;;;11,930 ct/kWh;36,425 ct/kWh;0,0954 ct;0,1136 ct;0,2914 ct;0,0382 ct;0,1154 ct;0,2095 ct;0,4255 ct;;;;
25.08.2025 09:45;Mo;0,0201;20,1;-0,0201;-0,0050;-0,00172;0,0198;0,0050;0,00239; 26.247,40 ;;0,49262;;0,9868;-0,0008;-0,0017;0,0012;0,0024;9,197 ct/kWh;32,76 ct/kWh;;0,0462 ct;0,1644 ct;0,0030 ct;0,1169 ct;0,1130 ct;0,2486 ct;;;;11,930 ct/kWh;36,425 ct/kWh;0,0599 ct;0,0713 ct;0,1829 ct;0,0239 ct;0,0724 ct;0,1315 ct;0,2670 ct;;;;
25.08.2025 10:00;Mo;0,0479;47,9;-0,0479;-0,0120;-0,00410;-0,0238;-0,0060;-0,00204; 23.003,00 ;;0,43172;;0,8648;-0,0018;-0,0035;-0,0009;-0,0018;7,298 ct/kWh;30,50 ct/kWh;;0,0874 ct;0,3653 ct;0,0071 ct;0,2789 ct;0,2698 ct;0,5932 ct;;;;11,930 ct/kWh;34,165 ct/kWh;0,1429 ct;0,1701 ct;0,4093 ct;0,0571 ct;0,1729 ct;0,3137 ct;0,6372 ct;;;;
25.08.2025 10:15;Mo;0,0280;28,0;-0,0280;-0,0070;-0,00239;0,0440;0,0110;0,00531; 20.356,90 ;;0,38206;;0,7654;-0,0009;-0,0018;0,0020;0,0041;7,298 ct/kWh;30,50 ct/kWh;;0,0510 ct;0,2132 ct;0,0041 ct;0,1627 ct;0,1574 ct;0,3461 ct;;;;11,930 ct/kWh;34,165 ct/kWh;0,0834 ct;0,0992 ct;0,2388 ct;0,0333 ct;0,1009 ct;0,1830 ct;0,3718 ct;;;;
25.08.2025 10:30;Mo;0,1160;116,0;-0,1160;-0,0290;-0,00993;-0,0280;-0,0070;-0,00240; 18.429,90 ;;0,34590;;0,6929;-0,0034;-0,0069;-0,0008;-0,0017;7,298 ct/kWh;30,50 ct/kWh;;0,2117 ct;0,8847 ct;0,0172 ct;0,6754 ct;0,6532 ct;1,4365 ct;;;;11,930 ct/kWh;34,165 ct/kWh;0,3461 ct;0,4118 ct;0,9911 ct;0,1384 ct;0,4186 ct;0,7597 ct;1,5429 ct;;;;
25.08.2025 10:45;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0720;0,0180;0,00867; 16.907,80 ;;0,31733;;0,6357;-0,0004;-0,0009;0,0028;0,0055;7,298 ct/kWh;30,50 ct/kWh;;0,0292 ct;0,1220 ct;0,0024 ct;0,0931 ct;0,0901 ct;0,1981 ct;;;;11,930 ct/kWh;34,165 ct/kWh;0,0477 ct;0,0568 ct;0,1367 ct;0,0191 ct;0,0577 ct;0,1047 ct;0,2127 ct;;;;
25.08.2025 11:00;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0800;0,0200;0,00964; 15.033,10 ;;0,28214;;0,5652;-0,0005;-0,0010;0,0027;0,0054;3,502 ct/kWh;25,98 ct/kWh;;0,0175 ct;0,1299 ct;0,0030 ct;0,1164 ct;0,1126 ct;0,2476 ct;;;;11,930 ct/kWh;29,648 ct/kWh;0,0597 ct;0,0710 ct;0,1482 ct;0,0239 ct;0,0722 ct;0,1309 ct;0,2659 ct;;;;
25.08.2025 11:15;Mo;0,0482;48,2;-0,0482;-0,0120;-0,00412;0,0360;0,0090;0,00434; 13.637,90 ;;0,25596;;0,5127;-0,0011;-0,0021;0,0011;0,0022;3,502 ct/kWh;25,98 ct/kWh;;0,0422 ct;0,3128 ct;0,0071 ct;0,2803 ct;0,2711 ct;0,5962 ct;;;;14,430 ct/kWh;32,623 ct/kWh;0,1737 ct;0,2067 ct;0,3928 ct;0,0574 ct;0,1737 ct;0,3153 ct;0,6404 ct;;;;
25.08.2025 11:30;Mo;0,1559;155,9;-0,1559;-0,0390;-0,01335;0,0241;0,0060;0,00290; 12.045,30 ;;0,22607;;0,4529;-0,0030;-0,0060;0,0007;0,0013;3,502 ct/kWh;25,98 ct/kWh;;0,1365 ct;1,0124 ct;0,0231 ct;0,9073 ct;0,8775 ct;1,9297 ct;;;;14,430 ct/kWh;32,623 ct/kWh;0,5623 ct;0,6692 ct;1,2713 ct;0,1859 ct;0,5623 ct;1,0205 ct;2,0727 ct;;;;
25.08.2025 11:45;Mo;0,0602;60,2;-0,0602;-0,0151;-0,00515;0,1400;0,0350;0,01687; 10.772,80 ;;0,20219;;0,4050;-0,0010;-0,0021;0,0034;0,0068;3,502 ct/kWh;25,98 ct/kWh;;0,0527 ct;0,3910 ct;0,0089 ct;0,3504 ct;0,3389 ct;0,7452 ct;;;;14,430 ct/kWh;32,623 ct/kWh;0,2172 ct;0,2584 ct;0,4910 ct;0,0718 ct;0,2172 ct;0,3941 ct;0,8005 ct;;;;
25.08.2025 12:00;Mo;0,2200;220,0;-0,2200;-0,0550;-0,01883;0,1520;0,0380;0,01831; 9.571,40 ;;0,17964;;0,3599;-0,0034;-0,0068;0,0033;0,0066;1,000 ct/kWh;23,00 ct/kWh;;0,0550 ct;1,2649 ct;0,0326 ct;1,2803 ct;1,2382 ct;2,7230 ct;;;;14,430 ct/kWh;29,646 ct/kWh;0,7935 ct;0,9443 ct;1,6302 ct;0,2623 ct;0,7935 ct;1,4400 ct;2,9247 ct;;;;
25.08.2025 12:15;Mo;0,0958;95,8;-0,0958;-0,0240;-0,00820;0,0840;0,0210;0,01012; 7.708,30 ;;0,14467;;0,2898;-0,0012;-0,0024;0,0015;0,0029;1,000 ct/kWh;23,00 ct/kWh;;0,0240 ct;0,5509 ct;0,0142 ct;0,5576 ct;0,5393 ct;1,1859 ct;;;;14,430 ct/kWh;29,646 ct/kWh;0,3456 ct;0,4113 ct;0,7100 ct;0,1142 ct;0,3456 ct;0,6272 ct;1,2738 ct;;;;
25.08.2025 12:30;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00102;0,0680;0,0170;0,00820; 7.473,70 ;;0,14027;;0,2810;-0,0001;-0,0003;0,0011;0,0023;1,000 ct/kWh;23,00 ct/kWh;;0,0030 ct;0,0688 ct;0,0018 ct;0,0696 ct;0,0673 ct;0,1481 ct;;;;14,430 ct/kWh;29,646 ct/kWh;0,0431 ct;0,0513 ct;0,0886 ct;0,0143 ct;0,0431 ct;0,0783 ct;0,1590 ct;;;;
25.08.2025 12:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0720;0,0180;0,00867; 7.547,20 ;;0,14165;;0,2838;-0,0001;-0,0003;0,0012;0,0025;1,000 ct/kWh;23,00 ct/kWh;;0,0030 ct;0,0690 ct;0,0018 ct;0,0698 ct;0,0676 ct;0,1486 ct;;;;14,430 ct/kWh;29,646 ct/kWh;0,0433 ct;0,0515 ct;0,0889 ct;0,0143 ct;0,0433 ct;0,0786 ct;0,1596 ct;;;;
25.08.2025 13:00;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0520;0,0130;0,00626; 6.964,30 ;;0,13071;;0,2618;-0,0001;-0,0003;0,0008;0,0016;0,593 ct/kWh;22,52 ct/kWh;;0,0018 ct;0,0678 ct;0,0018 ct;0,0701 ct;0,0678 ct;0,1490 ct;;;;14,430 ct/kWh;29,161 ct/kWh;0,0434 ct;0,0517 ct;0,0878 ct;0,0144 ct;0,0434 ct;0,0788 ct;0,1601 ct;;;;
25.08.2025 13:15;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0480;0,0120;0,00579; 6.062,30 ;;0,11378;;0,2279;-0,0001;-0,0002;0,0007;0,0013;0,593 ct/kWh;22,52 ct/kWh;;0,0018 ct;0,0676 ct;0,0018 ct;0,0698 ct;0,0676 ct;0,1486 ct;;;;14,430 ct/kWh;29,161 ct/kWh;0,0433 ct;0,0515 ct;0,0875 ct;0,0143 ct;0,0433 ct;0,0786 ct;0,1596 ct;;;;
25.08.2025 13:30;Mo;0,0520;52,0;-0,0520;-0,0130;-0,00445;0,0560;0,0140;0,00674; 5.455,50 ;;0,10239;;0,2051;-0,0005;-0,0009;0,0007;0,0014;0,593 ct/kWh;22,52 ct/kWh;;0,0077 ct;0,2927 ct;0,0077 ct;0,3027 ct;0,2927 ct;0,6437 ct;;;;14,430 ct/kWh;29,161 ct/kWh;0,1876 ct;0,2232 ct;0,3791 ct;0,0620 ct;0,1876 ct;0,3404 ct;0,6914 ct;;;;
25.08.2025 13:45;Mo;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0601;0,0150;0,00724; 5.224,90 ;;0,09806;;0,1964;-0,0001;-0,0002;0,0007;0,0014;0,593 ct/kWh;22,52 ct/kWh;;0,0018 ct;0,0678 ct;0,0018 ct;0,0701 ct;0,0678 ct;0,1490 ct;;;;11,930 ct/kWh;26,186 ct/kWh;0,0359 ct;0,0427 ct;0,0788 ct;0,0144 ct;0,0434 ct;0,0788 ct;0,1601 ct;;;;
25.08.2025 14:00;Mo;0,0879;87,9;-0,0879;-0,0220;-0,00753;0,1439;0,0360;0,01734; 4.355,30 ;;0,08174;;0,1637;-0,0006;-0,0012;0,0014;0,0028;0,678 ct/kWh;22,62 ct/kWh;;0,0149 ct;0,4972 ct;0,0130 ct;0,5117 ct;0,4949 ct;1,0884 ct;;;;11,930 ct/kWh;26,288 ct/kWh;0,2622 ct;0,3120 ct;0,5778 ct;0,1048 ct;0,3172 ct;0,5756 ct;1,1690 ct;;;;
25.08.2025 14:15;Mo;0,0162;16,2;-0,0162;-0,0041;-0,00139;0,0360;0,0090;0,00434; 3.682,40 ;;0,06911;;0,1384;-0,0001;-0,0002;0,0003;0,0006;0,678 ct/kWh;22,62 ct/kWh;;0,0027 ct;0,0916 ct;0,0024 ct;0,0943 ct;0,0912 ct;0,2005 ct;;;;11,930 ct/kWh;26,288 ct/kWh;0,0483 ct;0,0575 ct;0,1065 ct;0,0193 ct;0,0584 ct;0,1061 ct;0,2154 ct;;;;
25.08.2025 14:30;Mo;0,1482;148,2;-0,1482;-0,0370;-0,01268;0,0439;0,0110;0,00529; 3.957,20 ;;0,07427;;0,1488;-0,0009;-0,0019;0,0004;0,0008;0,678 ct/kWh;22,62 ct/kWh;;0,0251 ct;0,8378 ct;0,0220 ct;0,8624 ct;0,8341 ct;1,8341 ct;;;;11,930 ct/kWh;26,288 ct/kWh;0,4419 ct;0,5258 ct;0,9737 ct;0,1767 ct;0,5345 ct;0,9699 ct;1,9700 ct;;;;
25.08.2025 14:45;Mo;0,1636;163,6;-0,1636;-0,0409;-0,01401;0,0280;0,0070;0,00338; 4.388,00 ;;0,08235;;0,1650;-0,0012;-0,0023;0,0003;0,0006;0,678 ct/kWh;22,62 ct/kWh;;0,0277 ct;0,9253 ct;0,0243 ct;0,9525 ct;0,9212 ct;2,0258 ct;;;;11,930 ct/kWh;26,288 ct/kWh;0,4881 ct;0,5808 ct;1,0754 ct;0,1951 ct;0,5903 ct;1,0713 ct;2,1759 ct;;;;
25.08.2025 15:00;Mo;0,3138;313,8;-0,3138;-0,0785;-0,02687;0,0021;0,0005;0,00026; 5.643,10 ;;0,10591;;0,2122;-0,0028;-0,0057;0,0000;0,0001;2,520 ct/kWh;24,81 ct/kWh;;0,1977 ct;1,9467 ct;0,0465 ct;1,8267 ct;1,7667 ct;3,8851 ct;;;;11,930 ct/kWh;28,480 ct/kWh;0,9360 ct;1,1139 ct;2,2345 ct;0,3743 ct;1,1322 ct;2,0546 ct;4,1730 ct;;;;
25.08.2025 15:15;Mo;1,6400;1640,0;-1,6400;-0,4100;-0,14041;-1,6400;-0,4100;-0,14041; 6.048,30 ;;0,11352;;0,2274;-0,0159;-0,0319;-0,0159;-0,0319;2,520 ct/kWh;24,81 ct/kWh;;1,0332 ct;10,1727 ct;0,2431 ct;9,5459 ct;9,2325 ct;20,3027 ct;;;;11,930 ct/kWh;28,480 ct/kWh;4,8914 ct;5,8208 ct;11,6769 ct;1,9557 ct;5,9164 ct;10,7367 ct;21,8069 ct;;;;
25.08.2025 15:30;Mo;1,6039;1603,9;-1,6039;-0,4010;-0,13732;-1,6039;-0,4010;-0,13732; 6.630,60 ;;0,12444;;0,2493;-0,0171;-0,0342;-0,0171;-0,0342;2,520 ct/kWh;24,81 ct/kWh;;1,0105 ct;9,9486 ct;0,2378 ct;9,3356 ct;9,0291 ct;19,8556 ct;;;;11,930 ct/kWh;28,480 ct/kWh;4,7837 ct;5,6926 ct;11,4197 ct;1,9127 ct;5,7861 ct;10,5002 ct;21,3267 ct;;;;
25.08.2025 15:45;Mo;1,6001;1600,1;-1,6001;-0,4000;-0,13700;-1,6001;-0,4000;-0,13700; 7.888,60 ;;0,14805;;0,2966;-0,0203;-0,0406;-0,0203;-0,0406;2,520 ct/kWh;24,81 ct/kWh;;1,0081 ct;9,9251 ct;0,2372 ct;9,3135 ct;9,0077 ct;19,8085 ct;;;;11,930 ct/kWh;28,480 ct/kWh;4,7724 ct;5,6791 ct;11,3927 ct;1,9081 ct;5,7724 ct;10,4754 ct;21,2761 ct;;;;
25.08.2025 16:00;Mo;0,9543;954,3;-0,9543;-0,2386;-0,08170;-0,7620;-0,1905;-0,06524; 9.988,00 ;;0,18746;;0,3755;-0,0153;-0,0307;-0,0122;-0,0245;5,643 ct/kWh;28,53 ct/kWh;;1,3463 ct;6,8057 ct;0,1415 ct;5,5544 ct;5,3720 ct;11,8134 ct;;;;11,930 ct/kWh;32,196 ct/kWh;2,8461 ct;3,3869 ct;7,6810 ct;1,1380 ct;3,4426 ct;6,2473 ct;12,6887 ct;;;;
25.08.2025 16:15;Mo;0,0641;64,1;-0,0641;-0,0160;-0,00549;0,0758;0,0190;0,00913; 11.636,40 ;;0,21839;;0,4375;-0,0012;-0,0024;0,0020;0,0040;5,643 ct/kWh;28,53 ct/kWh;;0,0904 ct;0,4570 ct;0,0095 ct;0,3730 ct;0,3607 ct;0,7933 ct;;;;11,930 ct/kWh;32,196 ct/kWh;0,1911 ct;0,2274 ct;0,5158 ct;0,0764 ct;0,2312 ct;0,4195 ct;0,8520 ct;;;;
25.08.2025 16:30;Mo;0,0678;67,8;-0,0678;-0,0170;-0,00581;0,0480;0,0120;0,00579; 13.595,00 ;;0,25515;;0,5111;-0,0015;-0,0030;0,0015;0,0030;5,643 ct/kWh;28,53 ct/kWh;;0,0957 ct;0,4838 ct;0,0101 ct;0,3949 ct;0,3819 ct;0,8398 ct;;;;11,930 ct/kWh;32,196 ct/kWh;0,2023 ct;0,2408 ct;0,5460 ct;0,0809 ct;0,2447 ct;0,4441 ct;0,9020 ct;;;;
25.08.2025 16:45;Mo;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0480;0,0120;0,00578; 16.149,50 ;;0,30310;;0,6072;-0,0004;-0,0008;0,0018;0,0035;5,643 ct/kWh;28,53 ct/kWh;;0,0226 ct;0,1141 ct;0,0024 ct;0,0931 ct;0,0901 ct;0,1981 ct;;;;11,930 ct/kWh;32,196 ct/kWh;0,0477 ct;0,0568 ct;0,1288 ct;0,0191 ct;0,0577 ct;0,1047 ct;0,2127 ct;;;;
25.08.2025 17:00;Mo;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0241;0,0060;0,00291; 19.325,30 ;;0,36270;;0,7266;-0,0007;-0,0015;0,0011;0,0021;8,667 ct/kWh;32,13 ct/kWh;;0,0519 ct;0,1924 ct;0,0036 ct;0,1395 ct;0,1349 ct;0,2966 ct;;;;11,930 ct/kWh;35,795 ct/kWh;0,0715 ct;0,0850 ct;0,2144 ct;0,0286 ct;0,0864 ct;0,1569 ct;0,3186 ct;;;;
25.08.2025 17:15;Mo;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0640;0,0160;0,00771; 22.301,90 ;;0,41857;;0,8385;-0,0007;-0,0014;0,0032;0,0065;8,667 ct/kWh;32,13 ct/kWh;;0,0433 ct;0,1606 ct;0,0030 ct;0,1164 ct;0,1126 ct;0,2476 ct;;;;11,930 ct/kWh;35,795 ct/kWh;0,0597 ct;0,0710 ct;0,1790 ct;0,0239 ct;0,0722 ct;0,1309 ct;0,2659 ct;;;;
