Datum (MEZ),Residuallast,Day Ahead Auktion (DE-LU)
2025-03-20T02:45+01:00,36099.4,99.56
2025-03-20T03:00+01:00,36288.3,100.08
2025-03-20T03:15+01:00,36480.9,100.08
2025-03-20T03:30+01:00,36977.7,100.08
2025-03-20T03:45+01:00,37306.7,100.08
2025-03-20T04:00+01:00,37580.8,102.83
2025-03-20T04:15+01:00,38055.9,102.83
2025-03-20T04:30+01:00,38705.4,102.83
2025-03-20T04:45+01:00,39371.8,102.83
2025-03-20T05:00+01:00,40681.7,119.7
2025-03-20T05:15+01:00,41152.1,119.7
2025-03-20T05:30+01:00,42226.3,119.7
2025-03-20T05:45+01:00,43519.2,119.7
2025-03-20T06:00+01:00,45944,144.84
2025-03-20T06:15+01:00,47488.1,144.84
2025-03-20T06:30+01:00,47755.9,144.84
2025-03-20T06:45+01:00,47609.7,144.84
2025-03-20T07:00+01:00,47281,141.21
2025-03-20T07:15+01:00,46099,141.21
2025-03-20T07:30+01:00,44907.4,141.21
2025-03-20T07:45+01:00,42915.4,141.21
2025-03-20T08:00+01:00,40271.7,99.87
2025-03-20T08:15+01:00,38843.4,99.87
2025-03-20T08:30+01:00,36557.2,99.87
2025-03-20T08:45+01:00,34517.6,99.87
2025-03-20T09:00+01:00,31942,79.45
2025-03-20T09:15+01:00,30520.6,79.45
2025-03-20T09:30+01:00,29168,79.45
2025-03-20T09:45+01:00,27928.5,79.45
2025-03-20T10:00+01:00,24920.7,37.51
2025-03-20T10:15+01:00,22835.2,37.51
2025-03-20T10:30+01:00,20650.2,37.51
2025-03-20T10:45+01:00,19208.1,37.51
2025-03-20T11:00+01:00,17702,3.42
2025-03-20T11:15+01:00,16184.1,3.42
2025-03-20T11:30+01:00,15243.7,3.42
2025-03-20T11:45+01:00,14571.7,3.42
2025-03-20T12:00+01:00,13376.3,0.43
2025-03-20T12:15+01:00,12223.8,0.43
2025-03-20T12:30+01:00,12139.9,0.43
2025-03-20T12:45+01:00,12598.7,0.43
2025-03-20T13:00+01:00,12622.9,0.65
2025-03-20T13:15+01:00,12682.5,0.65
2025-03-20T13:30+01:00,13098.2,0.65
2025-03-20T13:45+01:00,13914.9,0.65
2025-03-20T14:00+01:00,15561,16.6
2025-03-20T14:15+01:00,16233.7,16.6
2025-03-20T14:30+01:00,17643.5,16.6
2025-03-20T14:45+01:00,19339.7,16.6
2025-03-20T15:00+01:00,21785.5,79.42
2025-03-20T15:15+01:00,24002.5,79.42
2025-03-20T15:30+01:00,26395.6,79.42
2025-03-20T15:45+01:00,28822.8,79.42
2025-03-20T16:00+01:00,32663.5,120.76
2025-03-20T16:15+01:00,36050.5,120.76
2025-03-20T16:30+01:00,39899,120.76
2025-03-20T16:45+01:00,43150.5,120.76
2025-03-20T17:00+01:00,47732.4,155.14
2025-03-20T17:15+01:00,51414.4,155.14
2025-03-20T17:30+01:00,54838.3,155.14
2025-03-20T17:45+01:00,57649.8,155.14
2025-03-20T18:00+01:00,59690.4,280.07
2025-03-20T18:15+01:00,60686.9,280.07
2025-03-20T18:30+01:00,61568.9,280.07
2025-03-20T18:45+01:00,61607.3,280.07
2025-03-20T19:00+01:00,61865.4,253.85
2025-03-20T19:15+01:00,61495,253.85
2025-03-20T19:30+01:00,60924.2,253.85
2025-03-20T19:45+01:00,60207.6,253.85
2025-03-20T20:00+01:00,59422.9,164
2025-03-20T20:15+01:00,58099.6,164
2025-03-20T20:30+01:00,56578.6,164
2025-03-20T20:45+01:00,55378,164
2025-03-20T21:00+01:00,54823.9,136.82
2025-03-20T21:15+01:00,53941,136.82
2025-03-20T21:30+01:00,52852.1,136.82
2025-03-20T21:45+01:00,51815.2,136.82
2025-03-20T22:00+01:00,51157.1,125.03
2025-03-20T22:15+01:00,50134.2,125.03
2025-03-20T22:30+01:00,48895.5,125.03
2025-03-20T22:45+01:00,48116.8,125.03
2025-03-20T23:00+01:00,46615.5,117.91
2025-03-20T23:15+01:00,45978.1,117.91
2025-03-20T23:30+01:00,44687.1,117.91
2025-03-20T23:45+01:00,44754.4,117.91
2025-03-21T00:00+01:00,43979.5,125.07
2025-03-21T00:15+01:00,43653.8,125.07
2025-03-21T00:30+01:00,42934,125.07
2025-03-21T00:45+01:00,42109,125.07
2025-03-21T01:00+01:00,41526.7,116.41
2025-03-21T01:15+01:00,41138.5,116.41
2025-03-21T01:30+01:00,41097.7,116.41
2025-03-21T01:45+01:00,40712.5,116.41
2025-03-21T02:00+01:00,40227.6,112.74
2025-03-21T02:15+01:00,40530.8,112.74
2025-03-21T02:30+01:00,40412.1,112.74
2025-03-21T02:45+01:00,40688.5,112.74
2025-03-21T03:00+01:00,40662.2,105.81
2025-03-21T03:15+01:00,41193.9,105.81
2025-03-21T03:30+01:00,41731.6,105.81
2025-03-21T03:45+01:00,41929,105.81
2025-03-21T04:00+01:00,42371.8,109.1
2025-03-21T04:15+01:00,42395.2,109.1
2025-03-21T04:30+01:00,42752.3,109.1
2025-03-21T04:45+01:00,43225.6,109.1
2025-03-21T05:00+01:00,44612.2,127.49
2025-03-21T05:15+01:00,44680.2,127.49
2025-03-21T05:30+01:00,45520.7,127.49
2025-03-21T05:45+01:00,46892.8,127.49
2025-03-21T06:00+01:00,48725.2,156
2025-03-21T06:15+01:00,49954.8,156
2025-03-21T06:30+01:00,49777.6,156
2025-03-21T06:45+01:00,49008,156
2025-03-21T07:00+01:00,47940.2,148.27
2025-03-21T07:15+01:00,46390.4,148.27
2025-03-21T07:30+01:00,44075.2,148.27
2025-03-21T07:45+01:00,41541.7,148.27
2025-03-21T08:00+01:00,38402.3,110.73
2025-03-21T08:15+01:00,36061.9,110.73
2025-03-21T08:30+01:00,33566.3,110.73
2025-03-21T08:45+01:00,31774.7,110.73
2025-03-21T09:00+01:00,28902.6,73.31
2025-03-21T09:15+01:00,26229.2,73.31
2025-03-21T09:30+01:00,24475.2,73.31
2025-03-21T09:45+01:00,22641.2,73.31
2025-03-21T10:00+01:00,20660.1,43.25
2025-03-21T10:15+01:00,18475.3,43.25
2025-03-21T10:30+01:00,16737.3,43.25
2025-03-21T10:45+01:00,15308.5,43.25
2025-03-21T11:00+01:00,13521.1,7.35
2025-03-21T11:15+01:00,12441.2,7.35
2025-03-21T11:30+01:00,11542.7,7.35
2025-03-21T11:45+01:00,10836.8,7.35
2025-03-21T12:00+01:00,8392.1,0.81
2025-03-21T12:15+01:00,7205.8,0.81
2025-03-21T12:30+01:00,6685.8,0.81
2025-03-21T12:45+01:00,7015.3,0.81
2025-03-21T13:00+01:00,6670.2,0
2025-03-21T13:15+01:00,6677,0
2025-03-21T13:30+01:00,6901.2,0
2025-03-21T13:45+01:00,7186.4,0
2025-03-21T14:00+01:00,7673.2,2.49
2025-03-21T14:15+01:00,8355,2.49
2025-03-21T14:30+01:00,8167.7,2.49
2025-03-21T14:45+01:00,8202.9,2.49
2025-03-21T15:00+01:00,8622.7,12.36
2025-03-21T15:15+01:00,8998.4,12.36
2025-03-21T15:30+01:00,9935.2,12.36
2025-03-21T15:45+01:00,11105.2,12.36
2025-03-21T16:00+01:00,13925.7,46.22
2025-03-21T16:15+01:00,16277.2,46.22
2025-03-21T16:30+01:00,19096.5,46.22
2025-03-21T16:45+01:00,21766.1,46.22
2025-03-21T17:00+01:00,24485.4,100.24
2025-03-21T17:15+01:00,27231.4,100.24
2025-03-21T17:30+01:00,29371.1,100.24
2025-03-21T17:45+01:00,30948.5,100.24
2025-03-21T18:00+01:00,30787.7,120.65
2025-03-21T18:15+01:00,30111.3,120.65
2025-03-21T18:30+01:00,29403.6,120.65
2025-03-21T18:45+01:00,28230.6,120.65
2025-03-21T19:00+01:00,26596.8,83.5
2025-03-21T19:15+01:00,25422.8,83.5
2025-03-21T19:30+01:00,25264.5,83.5
2025-03-21T19:45+01:00,24188,83.5
2025-03-21T20:00+01:00,21974.4,70
2025-03-21T20:15+01:00,20543.6,70
2025-03-21T20:30+01:00,19532.2,70
2025-03-21T20:45+01:00,18723,70
2025-03-21T21:00+01:00,17443.4,47.19
2025-03-21T21:15+01:00,15966.5,47.19
2025-03-21T21:30+01:00,15077.5,47.19
2025-03-21T21:45+01:00,14783.2,47.19
2025-03-21T22:00+01:00,16365.4,27.13
2025-03-21T22:15+01:00,15297.3,27.13
2025-03-21T22:30+01:00,14980.2,27.13
2025-03-21T22:45+01:00,14629.8,27.13
2025-03-21T23:00+01:00,13555.7,18.45
2025-03-21T23:15+01:00,13112,18.45
2025-03-21T23:30+01:00,11860.3,18.45
2025-03-21T23:45+01:00,11338,18.45
2025-03-22T00:00+01:00,10183,26.93
2025-03-22T00:15+01:00,9603,26.93
2025-03-22T00:30+01:00,9844.8,26.93
2025-03-22T00:45+01:00,9483.4,26.93
2025-03-22T01:00+01:00,8975.8,12.57
2025-03-22T01:15+01:00,8204.7,12.57
2025-03-22T01:30+01:00,8116.2,12.57
2025-03-22T01:45+01:00,8338.1,12.57
2025-03-22T02:00+01:00,8564.4,9.07
2025-03-22T02:15+01:00,8679.6,9.07
2025-03-22T02:30+01:00,8652,9.07
2025-03-22T02:45+01:00,8753.2,9.07
2025-03-22T03:00+01:00,8957,6.88
2025-03-22T03:15+01:00,9066.9,6.88
2025-03-22T03:30+01:00,9306,6.88
2025-03-22T03:45+01:00,9287.8,6.88
2025-03-22T04:00+01:00,9545.1,10.12
2025-03-22T04:15+01:00,9947,10.12
2025-03-22T04:30+01:00,10335.5,10.12
2025-03-22T04:45+01:00,11091.1,10.12
2025-03-22T05:00+01:00,11484.2,12.95
2025-03-22T05:15+01:00,11281.3,12.95
2025-03-22T05:30+01:00,11216.7,12.95
2025-03-22T05:45+01:00,11620,12.95
2025-03-22T06:00+01:00,11320.1,13.01
2025-03-22T06:15+01:00,11833.5,13.01
2025-03-22T06:30+01:00,12042.3,13.01
2025-03-22T06:45+01:00,12648,13.01
2025-03-22T07:00+01:00,13620.5,13.04
2025-03-22T07:15+01:00,12616.7,13.04
2025-03-22T07:30+01:00,11763.9,13.04
2025-03-22T07:45+01:00,10923.9,13.04
2025-03-22T08:00+01:00,10628.6,3.11
2025-03-22T08:15+01:00,9541.5,3.11
2025-03-22T08:30+01:00,9545.6,3.11
2025-03-22T08:45+01:00,9413.5,3.11
2025-03-22T09:00+01:00,8616.7,0
2025-03-22T09:15+01:00,7641.4,0
2025-03-22T09:30+01:00,7162.8,0
2025-03-22T09:45+01:00,6056.9,0
2025-03-22T10:00+01:00,4635.5,-1.86
2025-03-22T10:15+01:00,2847.3,-1.86
2025-03-22T10:30+01:00,2430.2,-1.86
2025-03-22T10:45+01:00,1723.1,-1.86
2025-03-22T11:00+01:00,905.6,-6.31
2025-03-22T11:15+01:00,1255.7,-6.31
2025-03-22T11:30+01:00,1190,-6.31
2025-03-22T11:45+01:00,878.1,-6.31
2025-03-22T12:00+01:00,-58,-15.18
2025-03-22T12:15+01:00,-672.4,-15.18
2025-03-22T12:30+01:00,-1217.4,-15.18
2025-03-22T12:45+01:00,-1250.5,-15.18
2025-03-22T13:00+01:00,-1663.8,-15.04
2025-03-22T13:15+01:00,-1679.7,-15.04
2025-03-22T13:30+01:00,-1630.2,-15.04
2025-03-22T13:45+01:00,-1600.8,-15.04
2025-03-22T14:00+01:00,-223.6,-6.79
2025-03-22T14:15+01:00,67.2,-6.79
2025-03-22T14:30+01:00,267.9,-6.79
2025-03-22T14:45+01:00,663.5,-6.79
2025-03-22T15:00+01:00,2213.4,-1.51
2025-03-22T15:15+01:00,2165.9,-1.51
2025-03-22T15:30+01:00,3036.7,-1.51
2025-03-22T15:45+01:00,4272.3,-1.51
2025-03-22T16:00+01:00,6353,1.01
2025-03-22T16:15+01:00,7121.4,1.01
2025-03-22T16:30+01:00,8655.3,1.01
2025-03-22T16:45+01:00,10783.5,1.01
2025-03-22T17:00+01:00,14486,34.99
2025-03-22T17:15+01:00,16842.4,34.99
2025-03-22T17:30+01:00,18382.6,34.99
2025-03-22T17:45+01:00,20211.2,34.99
2025-03-22T18:00+01:00,22236.1,60.03
2025-03-22T18:15+01:00,22042.6,60.03
2025-03-22T18:30+01:00,22440.2,60.03
2025-03-22T18:45+01:00,23360.9,60.03
2025-03-22T19:00+01:00,23408,50.95
2025-03-22T19:15+01:00,22191.6,50.95
2025-03-22T19:30+01:00,21800.2,50.95
2025-03-22T19:45+01:00,21186.9,50.95
2025-03-22T20:00+01:00,19959,42.15
2025-03-22T20:15+01:00,18371.1,42.15
2025-03-22T20:30+01:00,17706.1,42.15
2025-03-22T20:45+01:00,16871.6,42.15
2025-03-22T21:00+01:00,16023.7,36.12
2025-03-22T21:15+01:00,15527.8,36.12
2025-03-22T21:30+01:00,15276.2,36.12
2025-03-22T21:45+01:00,14955.5,36.12
2025-03-22T22:00+01:00,16103,37.14
2025-03-22T22:15+01:00,15581,37.14
2025-03-22T22:30+01:00,14977.4,37.14
2025-03-22T22:45+01:00,15089.3,37.14
2025-03-22T23:00+01:00,15414.7,35.69
2025-03-22T23:15+01:00,15145.5,35.69
2025-03-22T23:30+01:00,14407.7,35.69
2025-03-22T23:45+01:00,14547.7,35.69
2025-03-23T00:00+01:00,14271.6,13.69
2025-03-23T00:15+01:00,12812.2,13.69
2025-03-23T00:30+01:00,12256.6,13.69
2025-03-23T00:45+01:00,12367.4,13.69
2025-03-23T01:00+01:00,12112.5,19.01
2025-03-23T01:15+01:00,11583.1,19.01
2025-03-23T01:30+01:00,11495.1,19.01
2025-03-23T01:45+01:00,11753.8,19.01
2025-03-23T02:00+01:00,11452.9,23.65
2025-03-23T02:15+01:00,11502.2,23.65
2025-03-23T02:30+01:00,11317.7,23.65
2025-03-23T02:45+01:00,11602.7,23.65
2025-03-23T03:00+01:00,12332.4,23.49
2025-03-23T03:15+01:00,12390.2,23.49
2025-03-23T03:30+01:00,12710.2,23.49
2025-03-23T03:45+01:00,13272.5,23.49
2025-03-23T04:00+01:00,13808.2,24.82
2025-03-23T04:15+01:00,14339,24.82
2025-03-23T04:30+01:00,14747.6,24.82
2025-03-23T04:45+01:00,15314.9,24.82
2025-03-23T05:00+01:00,15322.6,25.01
2025-03-23T05:15+01:00,15427.2,25.01
2025-03-23T05:30+01:00,15234.4,25.01
2025-03-23T05:45+01:00,15454.8,25.01
2025-03-23T06:00+01:00,15088,24.84
2025-03-23T06:15+01:00,14933.3,24.84
2025-03-23T06:30+01:00,15167.7,24.84
2025-03-23T06:45+01:00,15146.6,24.84
2025-03-23T07:00+01:00,16094.6,24.26
2025-03-23T07:15+01:00,16311.5,24.26
2025-03-23T07:30+01:00,16022.1,24.26
2025-03-23T07:45+01:00,15994.2,24.26
2025-03-23T08:00+01:00,16023.5,18.99
2025-03-23T08:15+01:00,16745.9,18.99
2025-03-23T08:30+01:00,16379.5,18.99
2025-03-23T08:45+01:00,16453.1,18.99
2025-03-23T09:00+01:00,15892.4,23.09
2025-03-23T09:15+01:00,15509.3,23.09
2025-03-23T09:30+01:00,15466.1,23.09
2025-03-23T09:45+01:00,14719.1,23.09
2025-03-23T10:00+01:00,14025.7,13.78
2025-03-23T10:15+01:00,13930.8,13.78
2025-03-23T10:30+01:00,14081.7,13.78
2025-03-23T10:45+01:00,13470.1,13.78
2025-03-23T11:00+01:00,12821.4,9.6
2025-03-23T11:15+01:00,12730.4,9.6
2025-03-23T11:30+01:00,12911.8,9.6
2025-03-23T11:45+01:00,13062.8,9.6
2025-03-23T12:00+01:00,12741.6,13.49
2025-03-23T12:15+01:00,12848.3,13.49
2025-03-23T12:30+01:00,12731.7,13.49
2025-03-23T12:45+01:00,11937.8,13.49
2025-03-23T13:00+01:00,12837.7,5.01
2025-03-23T13:15+01:00,12921.4,5.01
2025-03-23T13:30+01:00,13123.6,5.01
2025-03-23T13:45+01:00,13593,5.01
2025-03-23T14:00+01:00,14736.1,11.46
2025-03-23T14:15+01:00,15126.8,11.46
2025-03-23T14:30+01:00,15445,11.46
2025-03-23T14:45+01:00,16377.8,11.46
2025-03-23T15:00+01:00,18113.9,42.5
2025-03-23T15:15+01:00,19041.6,42.5
2025-03-23T15:30+01:00,20212.4,42.5
2025-03-23T15:45+01:00,22085.2,42.5
2025-03-23T16:00+01:00,24173,84.42
2025-03-23T16:15+01:00,26094.5,84.42
2025-03-23T16:30+01:00,28137,84.42
2025-03-23T16:45+01:00,30650.2,84.42
2025-03-23T17:00+01:00,33768.3,124.23
2025-03-23T17:15+01:00,36076.7,124.23
2025-03-23T17:30+01:00,38659.7,124.23
2025-03-23T17:45+01:00,40566,124.23
2025-03-23T18:00+01:00,42798.5,140
2025-03-23T18:15+01:00,44171.4,140
2025-03-23T18:30+01:00,44982,140
2025-03-23T18:45+01:00,45341.6,140
2025-03-23T19:00+01:00,45660.4,142.51
2025-03-23T19:15+01:00,45895.3,142.51
2025-03-23T19:30+01:00,45944.6,142.51
2025-03-23T19:45+01:00,45542.7,142.51
2025-03-23T20:00+01:00,44997.2,140.58
2025-03-23T20:15+01:00,44417.2,140.58
2025-03-23T20:30+01:00,43693.4,140.58
2025-03-23T20:45+01:00,43441.6,140.58
2025-03-23T21:00+01:00,43189,130
2025-03-23T21:15+01:00,42965.2,130
2025-03-23T21:30+01:00,43045.4,130
2025-03-23T21:45+01:00,43190.7,130
2025-03-23T22:00+01:00,42931.7,126.47
2025-03-23T22:15+01:00,42628.9,126.47
2025-03-23T22:30+01:00,42614.8,126.47
2025-03-23T22:45+01:00,42152.4,126.47
2025-03-23T23:00+01:00,41319.1,114.24
2025-03-23T23:15+01:00,41143.4,114.24
2025-03-23T23:30+01:00,40473.7,114.24
2025-03-23T23:45+01:00,39990,114.24
2025-03-24T00:00+01:00,39134.4,110.45
2025-03-24T00:15+01:00,38839.9,110.45
2025-03-24T00:30+01:00,39296.1,110.45
2025-03-24T00:45+01:00,38894.6,110.45
2025-03-24T01:00+01:00,38643.3,107.29
2025-03-24T01:15+01:00,38496.4,107.29
2025-03-24T01:30+01:00,38238.1,107.29
2025-03-24T01:45+01:00,38209.3,107.29
2025-03-24T02:00+01:00,38258.1,101.91
2025-03-24T02:15+01:00,38216.5,101.91
2025-03-24T02:30+01:00,37937.5,101.91
2025-03-24T02:45+01:00,38080.8,101.91
2025-03-24T03:00+01:00,38628.8,98.94
2025-03-24T03:15+01:00,38909.9,98.94
2025-03-24T03:30+01:00,39055.6,98.94
2025-03-24T03:45+01:00,39467.7,98.94
2025-03-24T04:00+01:00,40286.1,101.99
2025-03-24T04:15+01:00,40653.8,101.99
2025-03-24T04:30+01:00,40920.5,101.99
2025-03-24T04:45+01:00,41522.3,101.99
2025-03-24T05:00+01:00,43000.1,119.82
2025-03-24T05:15+01:00,43865.1,119.82
2025-03-24T05:30+01:00,45125.5,119.82
2025-03-24T05:45+01:00,46434.5,119.82
2025-03-24T06:00+01:00,49463.7,141.5
2025-03-24T06:15+01:00,51336.4,141.5
2025-03-24T06:30+01:00,52437.8,141.5
2025-03-24T06:45+01:00,53086.2,141.5
2025-03-24T07:00+01:00,54234,164.28
2025-03-24T07:15+01:00,54265.2,164.28
2025-03-24T07:30+01:00,54086.6,164.28
2025-03-24T07:45+01:00,53640.3,164.28
2025-03-24T08:00+01:00,52799.9,161.86
2025-03-24T08:15+01:00,52473.9,161.86
2025-03-24T08:30+01:00,51350.7,161.86
2025-03-24T08:45+01:00,50014.2,161.86
2025-03-24T09:00+01:00,48002,135.38
2025-03-24T09:15+01:00,46932,135.38
2025-03-24T09:30+01:00,45886.1,135.38
2025-03-24T09:45+01:00,44986.8,135.38
2025-03-24T10:00+01:00,43431.1,111.16
2025-03-24T10:15+01:00,42180.7,111.16
2025-03-24T10:30+01:00,41112.1,111.16
2025-03-24T10:45+01:00,40525,111.16
2025-03-24T11:00+01:00,39564.8,107.36
2025-03-24T11:15+01:00,39267.6,107.36
2025-03-24T11:30+01:00,38691.7,107.36
2025-03-24T11:45+01:00,38069.7,107.36
2025-03-24T12:00+01:00,37309.3,100.75
2025-03-24T12:15+01:00,36178.3,100.75
2025-03-24T12:30+01:00,35651.5,100.75
2025-03-24T12:45+01:00,35634.6,100.75
2025-03-24T13:00+01:00,35579.5,100.87
2025-03-24T13:15+01:00,34824,100.87
2025-03-24T13:30+01:00,34391.5,100.87
2025-03-24T13:45+01:00,34434.6,100.87
2025-03-24T14:00+01:00,34769.4,106.57
2025-03-24T14:15+01:00,34563.1,106.57
2025-03-24T14:30+01:00,35078.1,106.57
2025-03-24T14:45+01:00,35260.1,106.57
2025-03-24T15:00+01:00,36774.6,115.85
2025-03-24T15:15+01:00,37533.8,115.85
2025-03-24T15:30+01:00,39246.9,115.85
2025-03-24T15:45+01:00,40389.1,115.85
2025-03-24T16:00+01:00,42071.6,130.95
2025-03-24T16:15+01:00,43316.9,130.95
2025-03-24T16:30+01:00,45102,130.95
2025-03-24T16:45+01:00,47241.5,130.95
2025-03-24T17:00+01:00,49197.5,154.15
2025-03-24T17:15+01:00,51453.5,154.15
2025-03-24T17:30+01:00,53476.7,154.15
2025-03-24T17:45+01:00,55375.7,154.15
2025-03-24T18:00+01:00,56906,211.99
2025-03-24T18:15+01:00,57932.6,211.99
2025-03-24T18:30+01:00,58590,211.99
2025-03-24T18:45+01:00,58726.7,211.99
2025-03-24T19:00+01:00,58420.3,193
2025-03-24T19:15+01:00,58603.2,193
2025-03-24T19:30+01:00,58248.7,193
2025-03-24T19:45+01:00,57515.4,193
2025-03-24T20:00+01:00,56399.2,161.84
2025-03-24T20:15+01:00,55149.8,161.84
2025-03-24T20:30+01:00,53927.4,161.84
2025-03-24T20:45+01:00,53133.5,161.84
2025-03-24T21:00+01:00,52146.5,138.55
2025-03-24T21:15+01:00,51421.1,138.55
2025-03-24T21:30+01:00,50584.2,138.55
2025-03-24T21:45+01:00,49615.3,138.55
2025-03-24T22:00+01:00,48867.5,125.58
2025-03-24T22:15+01:00,47967.2,125.58
2025-03-24T22:30+01:00,47458.8,125.58
2025-03-24T22:45+01:00,46723.2,125.58
2025-03-24T23:00+01:00,45534.3,115.16
2025-03-24T23:15+01:00,44837.1,115.16
2025-03-24T23:30+01:00,43841.6,115.16
2025-03-24T23:45+01:00,42921,115.16
2025-03-25T00:00+01:00,41944,102.07
2025-03-25T00:15+01:00,41124.5,102.07
2025-03-25T00:30+01:00,40633.2,102.07
2025-03-25T00:45+01:00,39959.8,102.07
2025-03-25T01:00+01:00,39507.1,101.76
2025-03-25T01:15+01:00,39375.3,101.76
2025-03-25T01:30+01:00,39089,101.76
2025-03-25T01:45+01:00,38780.4,101.76
2025-03-25T02:00+01:00,38251.9,100.2
2025-03-25T02:15+01:00,38227.1,100.2
2025-03-25T02:30+01:00,38023.2,100.2
2025-03-25T02:45+01:00,38096.5,100.2
2025-03-25T03:00+01:00,37980.9,102.67
2025-03-25T03:15+01:00,38169.4,102.67
2025-03-25T03:30+01:00,38601.4,102.67
2025-03-25T03:45+01:00,38687.5,102.67
2025-03-25T04:00+01:00,39188.2,101.96
2025-03-25T04:15+01:00,39453.8,101.96
2025-03-25T04:30+01:00,39140.3,101.96
2025-03-25T04:45+01:00,39507.6,101.96
2025-03-25T05:00+01:00,40839.5,107.39
2025-03-25T05:15+01:00,41569.4,107.39
2025-03-25T05:30+01:00,42607,107.39
2025-03-25T05:45+01:00,43737.1,107.39
2025-03-25T06:00+01:00,46084.2,136.05
2025-03-25T06:15+01:00,47907.9,136.05
2025-03-25T06:30+01:00,48836.2,136.05
2025-03-25T06:45+01:00,49222.5,136.05
2025-03-25T07:00+01:00,49784.8,142.13
2025-03-25T07:15+01:00,49978.6,142.13
2025-03-25T07:30+01:00,49437.4,142.13
2025-03-25T07:45+01:00,48603.9,142.13
2025-03-25T08:00+01:00,48012.8,133.36
2025-03-25T08:15+01:00,47257.2,133.36
2025-03-25T08:30+01:00,46246,133.36
2025-03-25T08:45+01:00,44607.2,133.36
2025-03-25T09:00+01:00,42407,106.41
2025-03-25T09:15+01:00,41678.5,106.41
2025-03-25T09:30+01:00,40220.2,106.41
2025-03-25T09:45+01:00,38844.8,106.41
2025-03-25T10:00+01:00,36402,92.03
2025-03-25T10:15+01:00,34734.2,92.03
2025-03-25T10:30+01:00,33348.1,92.03
2025-03-25T10:45+01:00,32005.5,92.03
2025-03-25T11:00+01:00,29583.3,78.8
2025-03-25T11:15+01:00,29043,78.8
2025-03-25T11:30+01:00,27435.3,78.8
2025-03-25T11:45+01:00,26471,78.8
2025-03-25T12:00+01:00,25513.8,68.45
2025-03-25T12:15+01:00,25166.1,68.45
2025-03-25T12:30+01:00,24809.7,68.45
2025-03-25T12:45+01:00,24728,68.45
2025-03-25T13:00+01:00,24448.9,69.23
2025-03-25T13:15+01:00,23674,69.23
2025-03-25T13:30+01:00,23275,69.23
2025-03-25T13:45+01:00,22859.2,69.23
2025-03-25T14:00+01:00,23426.6,81.7
2025-03-25T14:15+01:00,23460.9,81.7
2025-03-25T14:30+01:00,23782.1,81.7
2025-03-25T14:45+01:00,25128.2,81.7
2025-03-25T15:00+01:00,26717.2,95.52
2025-03-25T15:15+01:00,28132.9,95.52
2025-03-25T15:30+01:00,29545,95.52
2025-03-25T15:45+01:00,31139.9,95.52
2025-03-25T16:00+01:00,34053.3,108.84
2025-03-25T16:15+01:00,35623.5,108.84
2025-03-25T16:30+01:00,38032.9,108.84
2025-03-25T16:45+01:00,40067.1,108.84
2025-03-25T17:00+01:00,43512.8,138.81
2025-03-25T17:15+01:00,45754.5,138.81
2025-03-25T17:30+01:00,47729,138.81
2025-03-25T17:45+01:00,49666.8,138.81
2025-03-25T18:00+01:00,51407.7,161.14
2025-03-25T18:15+01:00,52400.2,161.14
2025-03-25T18:30+01:00,52629.4,161.14
2025-03-25T18:45+01:00,52447.6,161.14
2025-03-25T19:00+01:00,51960.8,166.36
2025-03-25T19:15+01:00,51656.9,166.36
2025-03-25T19:30+01:00,51234.9,166.36
2025-03-25T19:45+01:00,50316,166.36
2025-03-25T20:00+01:00,48522.9,148.6
2025-03-25T20:15+01:00,47515.6,148.6
2025-03-25T20:30+01:00,46503.8,148.6
2025-03-25T20:45+01:00,45827.4,148.6
2025-03-25T21:00+01:00,44615.9,122.36
2025-03-25T21:15+01:00,43553.5,122.36
2025-03-25T21:30+01:00,42897.5,122.36
2025-03-25T21:45+01:00,42281.6,122.36
2025-03-25T22:00+01:00,41582.8,114.83
2025-03-25T22:15+01:00,40463.1,114.83
2025-03-25T22:30+01:00,38741.3,114.83
2025-03-25T22:45+01:00,37910,114.83
2025-03-25T23:00+01:00,36922.4,102.05
2025-03-25T23:15+01:00,35842.4,102.05
2025-03-25T23:30+01:00,35309.6,102.05
2025-03-25T23:45+01:00,34330.4,102.05
2025-03-26T00:00+01:00,33412.4,101.02
2025-03-26T00:15+01:00,32604.6,101.02
2025-03-26T00:30+01:00,32305.5,101.02
2025-03-26T00:45+01:00,32460.4,101.02
2025-03-26T01:00+01:00,31930.1,97.96
2025-03-26T01:15+01:00,31365.2,97.96
2025-03-26T01:30+01:00,30892.6,97.96
2025-03-26T01:45+01:00,30634.6,97.96
2025-03-26T02:00+01:00,30422.5,97.36
2025-03-26T02:15+01:00,30347.9,97.36
2025-03-26T02:30+01:00,30292.5,97.36
2025-03-26T02:45+01:00,30386.9,97.36
2025-03-26T03:00+01:00,30292.8,97.39
2025-03-26T03:15+01:00,30318,97.39
2025-03-26T03:30+01:00,30440.2,97.39
2025-03-26T03:45+01:00,30562.6,97.39
2025-03-26T04:00+01:00,31049.9,95.72
2025-03-26T04:15+01:00,31274.2,95.72
2025-03-26T04:30+01:00,31671.3,95.72
2025-03-26T04:45+01:00,32102.1,95.72
2025-03-26T05:00+01:00,33498.4,98.85
2025-03-26T05:15+01:00,34463.9,98.85
2025-03-26T05:30+01:00,35335,98.85
2025-03-26T05:45+01:00,36984.7,98.85
